dept,division,code,name,last_name,first_name,term,year,item1,item2,item3,item4,item5,item6,enthusiasm,workload,recommend,invited,respondents,course
ES,ARTSC,ESS105H1,Our Home Planet,Bank,Carl-Georg,Summer,2014,3.6,4.3,4.3,4.1,4.0,3.7,4.3,3.4,3.8,57.0,20,Our Home Planet ESS105H1-LEC0101
ES,ARTSC,ESS105H1,Our Home Planet,Tutty,Lisa,Summer,2013,3.3,3.7,3.8,3.8,3.6,3.4,,2.8,3.4,85.0,23,The planet we live on ESS105H1-LEC0101
ES,ARTSC,ESS205H1,Confront Global Chng,Tutty,Lisa,Summer,2013,3.2,3.5,3.3,2.9,2.9,2.8,,3.3,3.0,85.0,27,Confront Global Chng ESS205H1-LEC0101
ES,ARTSC,ENV233H1,Earth System Chem,Bergquist,Bridget,Winter,2014,3.1,3.1,2.0,3.3,3.2,2.1,2.6,3.5,2.1,51.0,24,Earth System Chem ENV233H1-LEC0101
ES,ARTSC,ESS102H1,Earth Science,Bollmann,Jorg,Winter,2014,3.8,4.3,4.1,3.9,3.8,3.5,3.8,2.6,3.9,38.0,16,Earth Science ESS102H1-LEC0101
ES,ARTSC,ESS102H1,Earth Science,Zajacz,Zoltan,Winter,2014,3.8,4.3,3.5,3.9,3.8,3.5,3.3,2.6,3.9,38.0,16,Earth Science ESS102H1-LEC0101
ES,ARTSC,ESS105H1,Our Home Planet,Tutty,Lisa,Winter,2014,3.0,3.5,3.7,3.2,3.2,3.0,3.8,3.1,3.3,292.0,180,The planet we live on ESS105H1-LEC5101
ES,ARTSC,ESS205H1,Confront Global Chng,Tutty,Lisa,Winter,2014,2.9,3.4,3.5,3.3,3.4,3.0,3.7,3.1,3.4,421.0,296,Confront Global Chng ESS205H1-LEC5101
ES,ARTSC,ESS222H1,Petrology,Mungall,James,Winter,2014,3.5,4.0,3.3,3.9,3.9,3.4,3.5,4.0,3.3,66.0,26,Petrology ESS222H1-LEC0101
ES,ARTSC,ESS261H1,Earth System Evolution,Bank,Carl-Georg,Winter,2014,4.1,4.4,4.4,4.2,4.3,4.1,4.6,3.0,4.4,46.0,24,Earth System Evolution ESS261H1-LEC0101
ES,ARTSC,ESS261H1,Earth System Evolution,Rudkin,David,Winter,2014,4.1,4.4,4.4,4.2,4.3,4.1,4.6,3.0,4.4,46.0,24,Earth System Evolution ESS261H1-LEC0101
ES,ARTSC,ESS312H1,Hydrogeology,Ferris,Grant,Winter,2014,2.7,3.2,3.5,3.0,3.1,2.7,3.1,2.5,2.9,37.0,17,Hydrogeology ESS312H1-LEC0101
ES,ARTSC,ESS332H1,Sedimentology,Miall,Andrew,Winter,2014,3.9,3.9,4.0,4.0,4.2,3.7,3.9,3.4,4.1,35.0,14,Sedimentology ESS332H1-LEC0101
ES,ARTSC,ESS345H1,Computational Geology,Bank,Carl-Georg,Winter,2014,2.7,2.9,3.1,3.3,3.1,2.5,2.9,3.5,2.7,39.0,14,Computational Geology ESS345H1-LEC0101
ES,ARTSC,ESS425H1,Analytical Methods,Bray,Colin,Winter,2014,4.3,4.4,4.6,4.5,4.3,4.4,4.1,4.0,4.4,13.0,8,Analytical Methods ESS425H1-LEC0101
ES,ARTSC,ESS425H1,Analytical Methods,Gorton,Michael,Winter,2014,4.3,4.4,4.5,4.5,4.3,4.4,4.1,4.0,4.4,13.0,8,Analytical Methods ESS425H1-LEC0101
ES,ARTSC,ESS445H1,Global Tectonics,Pysklywec,Russell,Winter,2014,4.2,3.9,4.6,4.2,3.9,3.9,4.7,3.0,4.2,18.0,17,Global Teconics ESS445H1-LEC0101
ES,ARTSC,GLG102H1,Earth Science,Bailey,Richard,Winter,2013,3.9,4.2,3.9,4.2,3.8,4.0,,2.7,3.8,36.0,23,Earth Science -GLG102H1-LEC0101
ES,ARTSC,GLG102H1,Earth Science,Bollmann,Jorg,Winter,2013,3.9,4.2,4.4,4.2,3.8,4.0,,2.7,3.8,36.0,23,Earth Science -GLG102H1-LEC0101
ES,ARTSC,GLG110H1,Introductory Geology,Tutty,Lisa,Winter,2013,2.9,3.5,3.5,3.5,3.5,3.0,,3.0,3.1,323.0,146,Introductory Geology -GLG110H1-LEC5101
ES,ARTSC,GLG205H1,Confront Global Chng,Bergquist,Bridget,Winter,2013,3.2,3.5,3.5,3.2,3.3,3.1,,2.9,3.4,298.0,115,Confront Global Chng -GLG205H1-LEC5101
ES,ARTSC,GLG207H1,Rock Processes,Tutty,Lisa,Winter,2013,3.1,3.4,4.0,3.6,3.7,3.2,,3.8,3.2,62.0,28,Rock Processes -GLG207H1-LEC0101
ES,ARTSC,GLG217H1,Earth Evolution,Bank,Carl-Georg,Winter,2013,4.1,4.3,4.5,4.0,4.3,4.1,,2.7,4.1,42.0,21,Earth Evolution -GLG217H1-LEC0101
ES,ARTSC,GLG217H1,Earth Evolution,Rudkin,David,Winter,2013,4.1,4.3,4.3,4.0,4.3,4.1,,2.7,4.1,42.0,21,Earth Evolution -GLG217H1-LEC0101
ES,ARTSC,GLG345H1,Structural Geology,Bank,Carl-Georg,Winter,2013,2.7,2.7,2.7,3.0,3.0,2.5,,3.5,2.6,55.0,26,Structural Geology -GLG345H1-LEC0101
ES,ARTSC,GLG351H1,Applied Hydrogeology,Shirokova,Veronika,Winter,2013,2.6,2.5,2.5,3.2,3.3,2.5,,2.9,2.4,30.0,20,Applied Hydrogeology -GLG351H1-LEC0101
ES,ARTSC,GLG430H1,Basin Analysis,Miall,Andrew,Winter,2013,4.4,4.3,3.9,4.3,4.3,4.0,,3.6,4.3,18.0,12,Basin Analysis -GLG430H1-LEC0101
ES,ARTSC,GLG440H1,Adv Igneous Petrol,Brown,Julie,Winter,2013,4.2,4.8,4.5,4.9,4.9,4.5,,3.1,4.4,23.0,14,Adv Igneous Petrol -GLG440H1-LEC0101
ES,ARTSC,GLG465H1,Geodynamics,Pysklywec,Russell,Winter,2013,3.5,3.3,3.3,2.9,2.8,2.7,,2.8,3.0,32.0,18,Geodynamics -GLG465H1-LEC0101
ES,ARTSC,ESS103H1,Geol in Public Issue,Miall,Andrew,Fall,2013,2.9,3.4,2.8,2.7,3.1,2.6,2.7,2.3,2.6,186.0,71,Geol in Public Issue ESS103H1-LEC0101
ES,ARTSC,ESS221H1,Minerals and Rocks,Henderson,Grant,Fall,2013,3.6,4.0,3.8,3.6,3.5,3.3,4.0,3.6,3.3,84.0,27,Minerals and Rocks ESS221H1-LEC0101
ES,ARTSC,ESS241H1,Geologic Structures,Bank,Carl-Georg,Fall,2013,3.6,3.5,3.6,3.6,3.6,3.1,3.6,4.2,3.3,110.0,42,Geologic Structures ESS241H1-LEC5101
ES,ARTSC,ESS311H1,Aqueous Geochemistry,Shirokova,Veronika,Fall,2013,3.8,3.9,3.6,4.2,3.6,3.1,3.8,3.3,3.4,22.0,13,Aqueous Geochemistry ESS311H1-LEC0101
ES,ARTSC,ESS322H1,Igneous Petrology,Brenan,James,Fall,2013,4.7,4.7,4.6,4.4,4.4,4.5,4.5,3.9,4.5,25.0,15,Igneous Petrology ESS322H1-LEC0101
ES,ARTSC,ESS331H1,Sedimentation and Stratigraphy,Wortmann,Ulrich,Fall,2013,4.1,4.2,4.4,4.2,4.2,3.9,4.6,3.4,4.4,37.0,19,Sedimentary Stratigraphy ESS331H1-LEC0101
ES,ARTSC,ESS381H1,Special Topics,Charles,Christopher,Fall,2013,4.3,4.5,4.5,4.2,4.2,4.2,4.7,2.3,4.5,13.0,7,Special Topics ESS381H1-LEC0101
ES,ARTSC,ESS423H1,Mineral Deposits,Spooner,Edward,Fall,2013,4.2,3.9,4.4,4.1,4.0,3.8,4.8,3.5,4.5,21.0,13,Mineral Deposits ESS423H1-LEC0101
ES,ARTSC,ESS441H1,Adv Structural Geology,Ghent,Rebecca,Fall,2013,4.3,4.0,4.0,3.7,3.4,3.4,4.3,3.9,4.0,24.0,7,Adv Structural Geology ESS441H1-LEC0101
ES,ARTSC,ESS461H1,Paleoenviromental Std,Bollmann,Jorg,Fall,2013,4.0,4.3,4.7,4.1,3.6,3.9,4.9,3.4,4.9,24.0,8,Paleoenviromental Std ESS461H1-LEC0101
ES,ARTSC,JGA305H1,Env &Archaeol Geophys,Bank,Carl-Georg,Fall,2013,4.1,3.9,4.3,4.5,4.4,3.9,4.4,3.1,4.4,37.0,14,Env &Archaeol Geophys JGA305H1-LEC5101
ES,ARTSC,ESS105H1,Our Home Planet,Moulton,Benjamin,Winter,2016,3.1,3.2,3.4,3.3,3.3,2.9,3.7,2.9,3.2,302.0,86,Our Home Planet ESS105H1-S-LEC5101
ES,ARTSC,ESS222H1,Petrology,Mungall,James,Winter,2016,4.4,4.7,4.0,4.3,4.3,4.2,3.8,4.4,3.9,29.0,13,Petrology ESS222H1-S-LEC0101
ES,ARTSC,ESS222H1,Petrology,Mungall,James,Winter,2016,3.3,2.9,2.6,3.9,3.3,1.7,2.7,3.7,1.9,19.0,7,Petrology ESS222H1-S-LEC2001
ES,ARTSC,ESS381H1,Special Topics,Boyd,Warren,Winter,2016,4.3,4.5,4.5,4.0,4.0,4.1,4.4,2.0,4.3,27.0,8,Special Topics ESS381H1-S-LEC0101
ES,ARTSC,ESS205H1,Confront Global Chng,Tutty,Lisa,Summer,2015,3.7,3.7,3.9,3.7,3.5,3.6,3.9,2.9,3.7,111.0,27,Confront Global Chng ESS205H1-S-LEC0101
ES,ARTSC,ESS103H1,Geol in Public Issue,Miall,Andrew,Fall,2015,2.7,3.2,2.6,2.4,2.6,2.5,2.6,2.6,2.3,150.0,55,Geol in Public Issue ESS103H1-F-LEC0101
ES,ARTSC,ESS221H1,Minerals and Rocks,Henderson,Grant,Fall,2015,3.8,4.1,4.0,3.8,3.9,3.6,4.3,3.7,3.5,35.0,18,Minerals and Rocks ESS221H1-F-LEC0101
ES,ARTSC,ESS221H1,Minerals and Rocks,Henderson,Grant,Fall,2015,3.0,3.5,2.4,3.5,3.1,2.3,3.4,3.8,2.4,19.0,8,Minerals and Rocks ESS221H1-F-LEC2001
ES,ARTSC,ESS241H1,Geologic Structures,Moulton,Benjamin,Fall,2015,3.2,3.5,4.0,3.0,3.2,3.0,3.3,3.1,3.0,26.0,13,Geologic Structures ESS241H1-F-LEC2501
ES,ARTSC,ESS241H1,Geologic Structures,Moulton,Benjamin,Fall,2015,3.4,3.6,3.9,3.5,3.7,2.8,4.1,3.4,3.2,39.0,15,Geologic Structures ESS241H1-F-LEC5101
ES,ARTSC,ESS262H1,Earth Sys Processes,Ghent,Rebecca,Fall,2015,4.1,4.3,4.5,3.9,4.1,4.1,4.5,2.9,4.2,26.0,11,Earth Sys Processes ESS262H1-F-LEC0101
ES,ARTSC,ESS311H1,Aqueous Geochemistry,Ferris,Grant,Fall,2015,3.1,3.3,2.8,2.1,2.3,2.5,2.9,2.4,2.4,31.0,16,Aqueous Geochemistry ESS311H1-F-LEC0101
ES,ARTSC,ESS322H1,Igneous Petrology,Brenan,James,Fall,2015,4.5,4.6,4.5,4.3,4.3,4.0,4.3,4.4,3.9,24.0,11,Igneous Petrology ESS322H1-F-LEC0101
ES,ARTSC,ESS331H1,Sedimentation and Stratigraphy,Wortmann,Ulrich,Fall,2015,3.8,4.0,3.9,3.7,3.6,3.7,4.3,3.1,3.9,44.0,22,Sedimentation and Stratigraphy ESS331H1-F-LEC0101
ES,ARTSC,ESS361H1,Atm-Biosph Interact,Cowling,Sharon,Fall,2015,3.5,3.7,3.9,3.3,3.7,3.5,4.3,3.1,3.4,26.0,12,Atm-Biosph Interact ESS361H1-F-LEC0101
ES,ARTSC,ESS423H1,Mineral Deposits,Spooner,Edward,Fall,2015,4.6,4.6,4.9,4.0,4.3,4.5,4.9,3.5,4.6,15.0,10,Mineral Deposits ESS423H1-F-LEC0101
ES,ARTSC,ESS441H1,Adv Structural Geology,Ghent,Rebecca,Fall,2015,4.0,3.8,3.8,3.5,3.3,3.5,4.0,3.1,3.0,29.0,10,Adv Structural Geology ESS441H1-F-LEC0101
ES,ARTSC,ESS461H1,Paleoenviromental Std,Bollmann,Jorg,Fall,2015,3.9,3.8,3.9,3.8,3.3,3.3,4.1,3.9,3.3,22.0,9,Paleoenviromental Std ESS461H1-F-LEC0101
ES,ARTSC,ESS464H1,Bio Persp on ES Evol,Cowling,Sharon,Fall,2015,4.8,4.5,4.8,4.7,4.5,4.8,4.8,3.2,4.8,8.0,6,Bio Persp on ES Evol ESS464H1-F-LEC0101
ES,ARTSC,ESS481H1,Advanced Topics,Henderson,Grant,Fall,2015,4.4,4.4,4.2,3.8,3.4,4.2,4.6,3.0,3.8,8.0,5,Advanced Topics ESS481H1-F-LEC0101
ES,ARTSC,JGA305H1,Env &Archaeol Geophys,Bank,Carl-Georg,Fall,2015,3.5,3.6,3.3,3.8,3.9,3.2,3.5,2.9,3.5,44.0,22,Env &Archaeol Geophys JGA305H1-F-LEC5101
ES,ARTSC,ENV233H1,Earth System Chem,Bergquist,Bridget,Winter,2015,3.3,3.4,3.8,3.7,3.5,3.0,4.3,3.3,3.3,46.0,17,Earth System Chem ENV233H1-S-LEC0101
ES,ARTSC,ENV233H1,Earth System Chem,Tevlin,Alexandra,Winter,2015,3.3,3.4,2.6,3.7,3.5,3.0,2.8,3.3,3.3,46.0,17,Earth System Chem ENV233H1-S-LEC0101
ES,ARTSC,ESS102H1,Earth Science,Thibodeau,Alyson,Winter,2015,4.1,4.5,4.7,3.9,4.0,4.2,4.6,2.8,4.6,40.0,9,Earth Science ESS102H1-S-LEC0101
ES,ARTSC,ESS102H1,Earth Science,Zajacz,Zoltan,Winter,2015,4.1,4.5,3.9,3.9,4.0,4.2,3.8,2.8,4.6,40.0,9,Earth Science ESS102H1-S-LEC0101
ES,ARTSC,ESS105H1,Our Home Planet,Sonnenburg,Elizabeth,Winter,2015,3.5,3.9,4.3,3.8,3.9,3.6,4.4,3.2,3.8,279.0,75,Our Home Planet ESS105H1-S-LEC5101
ES,ARTSC,ESS205H1,Confront Global Chng,Bergquist,Bridget,Winter,2015,3.3,3.7,3.7,3.2,3.4,3.3,3.8,2.6,3.6,393.0,95,Confront Global Chng ESS205H1-S-LEC5101
ES,ARTSC,ESS222H1,Petrology,Bank,Carl-Georg,Winter,2015,3.6,3.8,3.6,3.6,3.6,3.1,3.2,3.6,3.1,70.0,17,Petrology ESS222H1-S-LEC0101
ES,ARTSC,ESS222H1,Petrology,Moulton,Benjamin,Winter,2015,3.6,3.8,3.9,3.6,3.6,3.1,3.7,3.6,3.1,70.0,17,Petrology ESS222H1-S-LEC0101
ES,ARTSC,ESS261H1,Earth System Evolution,Bank,Carl-Georg,Winter,2015,3.6,3.9,4.3,3.9,3.9,3.9,4.6,2.7,4.4,41.0,15,Earth System Evolution ESS261H1-S-LEC0101
ES,ARTSC,ESS261H1,Earth System Evolution,Rudkin,David,Winter,2015,3.6,3.9,4.3,3.9,3.9,3.9,4.5,2.7,4.4,41.0,15,Earth System Evolution ESS261H1-S-LEC0101
ES,ARTSC,ESS312H1,Hydrogeology,Ferris,Grant,Winter,2015,3.6,3.6,3.8,2.0,2.0,3.0,3.6,2.4,2.8,15.0,5,Hydrogeology ESS312H1-S-LEC0101
ES,ARTSC,ESS332H1,Sedimentology,Miall,Andrew,Winter,2015,3.8,3.8,3.5,3.8,4.2,4.0,3.3,3.3,3.6,18.0,6,Basin Analysis ESS332H1-S-LEC0101
ES,ARTSC,ESS345H1,Computational Geology,Bank,Carl-Georg,Winter,2015,4.0,4.0,2.8,3.7,3.7,3.5,3.3,3.3,3.2,16.0,6,Computational Geology ESS345H1-S-LEC0101
ES,ARTSC,ESS381H1,Special Topics,Gumpesberger,Sylvia,Winter,2015,4.6,4.8,4.9,4.9,4.9,4.9,5.0,2.9,4.9,23.0,8,Special Topics ESS381H1-S-LEC5101
ES,ARTSC,ESS481H1,Advanced Topics,Milkereit,Bernd,Winter,2015,4.0,4.0,4.0,4.4,4.2,4.0,4.2,3.6,4.2,7.0,5,Advanced Topics ESS481H1-S-LEC0101
ES,ARTSC,ESS490H1,Capstone Fieldtrip,Wortmann,Ulrich,Winter,2015,4.1,4.2,4.2,4.0,3.8,4.3,4.2,2.7,4.6,16.0,9,Capstone Fieldtrip ESS490H1-S-LEC3001
ES,ARTSC,ESS104H1,Controversies in ES,Tutty,Lisa,Fall,2014,2.9,3.3,3.2,3.3,3.6,2.8,3.6,3.1,2.7,98.0,40,Controversies in ES ESS104H1-F-LEC0101
ES,ARTSC,ESS221H1,Minerals and Rocks,Henderson,Grant,Fall,2014,3.5,3.7,3.9,3.7,3.5,3.2,4.0,3.6,3.1,88.0,37,Minerals and Rocks ESS221H1-F-LEC0101
ES,ARTSC,ESS241H1,Geologic Structures,Bank,Carl-Georg,Fall,2014,3.5,3.8,4.0,3.8,3.6,3.3,4.0,3.2,3.7,85.0,32,Geologic Structures ESS241H1-F-LEC5101
ES,ARTSC,ESS311H1,Aqueous Geochemistry,Shirokova,Veronika,Fall,2014,3.1,3.3,3.2,3.0,3.0,2.7,3.4,2.4,2.8,22.0,9,Aqueous Geochemistry ESS311H1-F-LEC0101
ES,ARTSC,ESS322H1,Igneous Petrology,Brenan,James,Fall,2014,4.5,4.3,4.6,4.2,4.0,4.2,4.5,4.2,3.8,26.0,13,Igneous Petrology ESS322H1-F-LEC0101
ES,ARTSC,ESS331H1,Sedimentation and Stratigraphy,Wortmann,Ulrich,Fall,2014,4.0,4.1,4.6,3.5,3.8,3.8,4.6,3.5,3.8,30.0,14,Sedimentation and Stratigraphy ESS331H1-F-LEC0101
ES,ARTSC,ESS423H1,Mineral Deposits,Spooner,Edward,Fall,2014,4.7,4.7,4.7,4.4,4.3,4.4,4.8,3.0,4.6,20.0,11,Mineral Deposits ESS423H1-F-LEC0101
ES,ARTSC,ESS441H1,Adv Structural Geology,Ghent,Rebecca,Fall,2014,4.7,5.0,4.7,4.6,4.7,4.3,4.5,3.7,4.3,11.0,7,Adv Structural Geology ESS441H1-F-LEC0101
ES,ARTSC,ESS461H1,Paleoenviromental Std,Bollmann,Jorg,Fall,2014,3.8,3.8,3.5,3.6,3.8,3.3,3.5,3.5,3.1,16.0,8,Paleoenviromental Std ESS461H1-F-LEC0101
ES,ARTSC,JEE337H1,Human Interactn with the,Avendano,Carlos,Fall,2014,3.3,3.3,4.0,3.5,3.4,3.3,4.1,3.4,3.2,26.0,12,Human Interactn with the Envir JEE337H1-F-LEC0101
ES,ARTSC,JGA305H1,Env &Archaeol Geophys,Bank,Carl-Georg,Fall,2014,3.6,3.8,3.9,3.7,3.8,3.4,4.1,3.0,3.6,39.0,22,Env &Archaeol Geophys JGA305H1-F-LEC5101
ES,ARTSC,ESS345H1,Computational Geology,Wortmann,Ulrich,Fall,2018,3.8,3.4,4.0,3.5,3.6,3.3,4.4,3.8,3.1,14.0,11,Computational Geology ESS345H1-F-LEC0101
ES,ARTSC,ESS103H1,Geol in Public Issue,Wu,Selina,Fall,2018,3.3,3.8,4.0,3.7,3.8,3.5,4.0,2.7,3.6,144.0,53,Geol in Public Issue ESS103H1-F-LEC5101
ES,ARTSC,ESS311H1,Aqueous Geochemistry,Bergquist,Bridget,Fall,2018,3.9,3.8,3.3,3.3,3.6,2.8,3.9,3.7,3.2,24.0,9,Aqueous Geochemistry ESS311H1-F-LEC0101
ES,ARTSC,ESS221H1,Minerals and Rocks,Henderson,Grant,Fall,2018,4.1,4.3,4.0,3.5,3.6,3.8,4.0,3.3,3.4,27.0,8,Minerals and Rocks ESS221H1-F-LEC0101
ES,ARTSC,ESS441H1,Adv Structural Geology,Ghent,Rebecca,Fall,2018,4.4,5.0,4.6,4.6,4.4,4.2,4.6,3.0,4.4,12.0,5,Adv Structural Geology ESS441H1-F-LEC0101
ES,ARTSC,ESS241H1,Geologic Structures,Ghent,Rebecca,Fall,2018,3.9,4.2,4.4,4.1,4.1,3.9,4.4,3.2,4.1,25.0,9,Geologic Structures ESS241H1-F-LEC0101
ES,ARTSC,ESS205H1,Confront Global Chng,Tutty,Lisa,Fall,2018,3.4,3.5,3.3,3.5,3.6,3.2,3.5,3.0,3.4,399.0,96,Confront Global Chng ESS205H1-F-LEC5101
ES,ARTSC,ESS104H1,Controversies in ES,Tutty,Lisa,Fall,2018,2.8,3.3,3.5,3.4,3.4,2.8,3.4,2.9,2.9,129.0,44,Controversies in ES ESS104H1-F-LEC5101
ES,ARTSC,JGA305H1,Env &Archaeol Geophys,Nurse,Kenneth,Fall,2018,2.8,3.0,3.0,2.3,2.3,2.2,3.8,4.2,1.5,8.0,6,Env &Archaeol Geophys JGA305H1-F-LEC0101
ES,ARTSC,ESS262H1,Earth Sys Processes,Anderson,Melissa,Winter,2019,4.61,4.8,4.9,4.7,4.9,4.9,4.9,2.9,4.8,42.0,28,Earth Sys Processes ESS262H1-S-LEC0101
ES,ARTSC,ESS362H1,Oceanography,Bergquist,Bridget,Winter,2019,3.82,4.5,4.3,3.9,3.7,3.7,4.0,2.9,3.7,26.0,11,Oceanography ESS362H1-S-LEC0101
ES,ARTSC,ESS222H1,Petrology,Chu,Xu,Winter,2019,4.71,4.9,4.9,4.7,4.4,4.7,4.9,4.3,4.3,13.0,8,Petrology ESS222H1-S-LEC0101
ES,ARTSC,ESS361H1,Atm-Biosph Interact,Cowling,Sharon,Winter,2019,4.0,4.1,4.3,3.7,3.8,3.8,4.4,2.8,3.9,26.0,16,Atm-Biosph Interact ESS361H1-S-LEC0101
ES,ARTSC,ESS205H1,Confront Global Chng,Diamond,Miriam,Winter,2019,2.55,2.6,2.5,2.5,2.5,2.2,3.0,3.6,2.3,432.0,132,Confront Global Chng ESS205H1-S-LEC5101
ES,ARTSC,ESS261H1,Earth System Evolution,Farhadicheshmehmorvari,Asal,Winter,2019,3.27,2.8,2.3,2.8,3.1,2.3,2.2,2.9,2.8,25.0,15,Earth System Evolution ESS261H1-S-LEC0101
ES,ARTSC,ESS312H1,Hydrogeology,Ferris,Grant,Winter,2019,4.4,4.6,4.4,4.1,3.7,4.0,4.5,3.0,4.1,21.0,10,Hydrogeology ESS312H1-S-LEC0101
ES,ARTSC,ESS331H1,Sedimentation and Stratigraphy,Miall,Andrew,Winter,2019,3.38,3.1,2.9,3.4,3.0,2.9,2.8,2.8,3.0,17.0,8,Sedimentation and Stratigraphy ESS331H1-S-LEC0101
ES,ARTSC,ESS481H1,Advanced Topics,Mitrofanov,Aleksandr,Winter,2019,4.17,4.0,4.2,4.5,4.5,4.2,4.7,2.2,4.3,9.0,6,Advanced Topics ESS481H1-S-LEC5101
ES,ARTSC,ESS445H1,Global Tectonics,Pysklywec,Russell,Winter,2019,4.17,4.3,4.8,4.0,4.0,4.5,5.0,2.8,4.5,11.0,6,Global Tectonics ESS445H1-S-LEC0101
ES,ARTSC,ESS105H1,Our Home Planet,Wu,Selina,Winter,2019,3.02,3.5,3.4,3.4,3.5,3.0,3.7,3.2,3.0,318.0,89,Our Home Planet ESS105H1-S-LEC5101
ETH,ARTSC,ETH201H1,Contemp Moral Prob,Ancell,Aaron,Fall,2017,4.6,4.5,4.7,4.5,4.6,4.5,4.8,2.9,4.7,47.0,26,Contemp Moral Prob ETH201H1-F-LEC0101
ETH,ARTSC,ETH230H1,Cross-Cult Perspective,Ancell,Aaron,Winter,2018,3.5,3.8,3.8,3.7,3.8,3.3,3.9,3.0,3.4,45.0,19,Cross-Cult Perspective ETH230H1-S-LEC0101
ETH,ARTSC,ETH350H1,Topics Value Theory,Mark,Clifton,Winter,2017,4.4,4.3,4.5,4.0,3.9,4.1,4.2,3.5,4.0,38.0,17,Topics Value Theory ETH350H1-S-LEC0101
ETH,ARTSC,ETH201H1,Contemp Moral Prob,Mark,Clifton,Fall,2016,4.2,4.2,4.2,3.7,4.1,3.9,4.4,3.5,3.7,46.0,22,Contemp Moral Prob ETH201H1-F-LEC0101
ETH,ARTSC,ETH210H1,Rationality & Action,Culp,Julian,Winter,2015,3.5,3.9,3.8,3.7,3.9,3.6,3.7,2.8,3.4,46.0,17,Rationality & Action ETH210H1-S-LEC0101
ETH,ARTSC,ETH220H1,Moral Psychology ETH220H1 -,Bowman,Margaret,Fall,2012,3.5,3.1,3.5,3.1,3.3,2.9,,3.2,2.6,61.0,35,Moral Psychology ETH220H1 - LEC0101
ETH,ARTSC,ETH201H1,Contemp Moral Prob,Mark,Clifton,Fall,2015,4.4,4.4,4.2,3.7,3.8,3.9,4.1,3.6,3.9,43.0,26,Contemp Moral Prob ETH201H1-F-LEC0101
ETH,ARTSC,ETH350H1,Topics Value Theory,Mark,Clifton,Winter,2016,4.6,4.6,4.3,4.0,3.8,4.2,4.4,3.8,4.0,35.0,20,Topics Value Theory ETH350H1-S-LEC0101
ETH,ARTSC,ETH220H1,Moral Psychology ETH220H1 -,Bowman,Margaret,Fall,2013,3.5,3.4,2.9,3.5,3.6,2.7,3.5,3.6,2.7,104.0,47,Moral Psychology ETH220H1-LEC0101
ETH,ARTSC,ETH210H1,Rationality & Action,Bowman,Margaret,Winter,2013,3.4,3.5,3.4,3.4,3.5,3.1,,3.2,2.9,81.0,31,Rationality & Action -ETH210H1-LEC0101
ETH,ARTSC,ETH401H1,Seminar in Ethics,Heath,Joseph,Winter,2013,5.0,4.8,4.6,4.2,4.6,4.8,,3.6,5.0,7.0,5,Seminar in Ethics -ETH401H1-LEC0101
ETH,ARTSC,ETH210H1,Rationality & Action,Bowman,Margaret,Winter,2014,3.2,3.4,3.6,3.5,3.6,3.2,3.7,3.1,3.0,153.0,51,Rationality & Action ETH210H1-LEC0101
ETH,ARTSC,ETH201H1,Contemp Moral Prob,Culp,Julian,Fall,2014,3.5,3.7,3.8,4.2,4.2,3.5,3.4,3.1,3.7,40.0,18,Contemp Moral Prob ETH201H1-F-LEC0101
ETH,ARTSC,ETH350H1,Topics Value Theory,Cristy,Rachel,Fall,2018,3.1,3.4,3.0,3.1,3.4,2.6,3.1,3.1,2.6,31.0,7,Topics Value Theory ETH350H1-F-LEC0101
FAR,ARTSC,FAH102H1,Art and Ideas,Clarke,Joseph,Winter,2018,3.7,3.7,3.7,3.5,3.5,3.4,3.9,3.2,3.5,207.0,59,Art and Ideas FAH102H1-S-LEC0101
FAR,ARTSC,FAH230H1,Renais Art & Archit,Carson,Rebekah,Winter,2018,3.9,4.1,3.9,3.5,3.7,3.6,3.8,2.8,3.9,154.0,41,Renais Art & Archit FAH230H1-S-LEC5101
FAR,ARTSC,FAH248H1,Canadian Painting,Lauder,Adam,Winter,2018,3.4,3.5,3.2,3.5,3.4,3.2,3.4,2.7,3.2,59.0,26,Canadian Painting FAH248H1-S-LEC5101
FAR,ARTSC,FAH272H1,Modern Architecture,Clarke,Joseph,Winter,2018,3.9,4.0,3.9,3.4,3.5,3.7,3.9,3.0,3.6,141.0,42,Modern Architecture FAH272H1-S-LEC0101
FAR,ARTSC,FAH311H1,Greek Sculpture,Kim,SeungJung,Winter,2018,4.4,4.7,4.8,4.7,4.6,4.5,4.8,3.5,4.6,65.0,28,Greek Sculpture FAH311H1-S-LEC0101
FAR,ARTSC,FAH313H1,Myth in Ancient Art,Ewald,Bjoern,Winter,2018,4.4,4.8,4.4,4.2,4.4,4.4,4.4,2.9,4.4,81.0,35,Myth in Ancient Art FAH313H1-S-LEC0101
FAR,ARTSC,FAH328H1,Gothic Cathedral,Kralik,Christine,Winter,2018,3.7,4.1,3.7,3.8,3.9,3.6,3.3,3.2,3.5,72.0,33,Gothic Cathedral FAH328H1-S-LEC5101
FAR,ARTSC,FAH405H1,All About Dionysos,Kim,SeungJung,Winter,2018,4.1,3.9,3.7,3.8,3.9,3.8,4.5,3.5,3.9,17.0,10,All About Dionysos FAH405H1-S-LEC0101
